type,queue,priority,language,tag_1,tag_2,tag_3,tag_4,text_preview
Request,Technical Support,high,en,Feature,IT,Tech Support,,assist with adobe cc saas integration i need assistance in integrating adobe illustrator cc 2021 int
Incident,Product Support,medium,de,Technical,Bug,Synchronization,Database,issue with project planning the project plans are not updating in real time there might be a synchro
Problem,Technical Support,low,de,Bug,Performance,IT,Tech Support,issue with data accessibility system unanticipated issues with data accessibility of the health info
Request,Customer Service,high,en,Feedback,Sales,Feature,,digital growth strategies i would like to learn more about digital strategy services that can enhanc
Request,Billing and Payments,high,en,Customer,Guidance,Documentation,Performance,notion support inquiry hello customer support i am contacting you to ask about methods for optimizin
Change,Customer Service,high,de,Security,IT,Tech Support,Performance,verbesserung der sicherheit medizinischer daten in der it infrastruktur von krankenhäusern es ist dr
Change,Customer Service,medium,en,Feedback,Sales,Product,Feature,improving digital marketing tactics for enhanced brand expansion hello customer support i am writing
Incident,Technical Support,medium,de,Technical,Project,Outage,Bug,projektfristen werden nicht korrekt synchronisiert die projektfristen sind zwischen den teams nicht 
Incident,Product Support,medium,en,Technical,Bug,Crash,Documentation,data analytics dashboard has failed to load incompatible software updates might be the reason for th
Request,Technical Support,medium,de,Customer,Product,Feedback,Documentation,optimierung von investitionsportfolios für finanzinstitute sehr geehrte kundensupport ich kontaktier
Incident,Service Outages and Maintenance,high,en,Crash,Technical,Bug,SaaS,need help addressing saas platform crash our saas platform has encountered a crash that led to the l
Incident,General Inquiry,low,de,Bug,Performance,IT,Tech Support,request for support with data inconsistency facing issues with data inconsistency in marketing analy
Change,Service Outages and Maintenance,high,de,Bug,Performance,Network,Outage,verbesserung der datenanalyseinfrastruktur betreuer kundensupport ich schreibe um technische unterst
Request,Sales and Pre-Sales,medium,de,Product,Feature,Documentation,IT,unterstützung für saas fähigkeiten bei der integration von woocommerce und obs studio kontaktieren s
Request,Customer Service,medium,en,Feedback,IT,Tech Support,,support inquiry for data analytics services seeking information on integrating data analytics for in
Request,Billing and Payments,medium,en,Billing,Product,Payment,Documentation,payment plans details requested could you please share the details about the payment plans available
Request,Technical Support,high,de,Feature,Documentation,Feedback,IT,optimierung von investitionsanalysen für microsoft azure lösungen könnten sie eine detaillierte anle
Request,Billing and Payments,low,en,Billing,Product,Feedback,Guidance,enquiry on data analytics services billing hello customer support i am contacting you to seek inform
Problem,Customer Service,medium,de,Technical,Customer,Bug,Software,synchronisationsprobleme bei der projektplanung lieber kundensupport ich möchte mich bei ihnen besch
Incident,Product Support,high,en,Security,Breach,IT,Resolution,detected medical data breach in microsoft teams dear customer support br br i am contacting you to r
Request,Technical Support,low,en,Technical,Integration,Documentation,Guidance,support request for smart tracker integration with apache hadoop 3 2 1 dear support team i am writin
Incident,Technical Support,medium,en,Feedback,Performance,Marketing,Feature,challenges with marketing campaign the digital marketing campaign managed by the agency has been und
Request,Customer Service,medium,de,Customer,Product,Feedback,Guidance,anfrage zu datenanalysewerkzeugen für finanzunternehmen sehr geehrte kundenservice ich möchte mich a
Incident,IT Support,medium,en,Outage,Network,Performance,IT,problem with woocommerce service interruption faced an issue with the service outage impacting the w
Incident,IT Support,high,de,Bug,Hardware,Performance,IT,probleme mit der software aktualisierung für projektmanagementwerkzeuge betreff probleme mit der sof
Problem,Technical Support,medium,en,Security,Account,IT,Tech Support,assistance required for data breach medical records of patients have been compromised
Request,Customer Service,high,de,Technical,Security,Breach,Documentation,verschlüsselung medizinischer daten auf geräten sehr geehrte kundensupport n nich hoffe sie sind in 
Change,Technical Support,medium,de,Feedback,Product,Feature,Sales,anforderung optimierung bestehender digitale strategien größeren markengröße und verbesserte marktei
Change,Technical Support,high,en,Customer,Guidance,Documentation,Feedback,enhance our online visibility urgently respected customer support i am contacting you to seek advice
Problem,Technical Support,low,en,Performance,IT,Tech Support,,performance issues with analytics software suite experienced slow performance with analytics softwar
Request,Billing and Payments,high,de,Backup,Security,IT,Tech Support,sicherung medizinischer daten in krankenhäusern mit kaspersky internet security 2021 ich möchte erfa
Problem,Billing and Payments,low,de,Billing,Payment,Refund,Support,unerwarteter abzug im kontoauszug es wurde ein unerwarteter abzug aus dem kontoauszug festgestellt m
Request,Billing and Payments,low,de,Feedback,Sales,IT,Tech Support,unterstützung in fragen der digitalstrategie gehrte kundenservice ich möchte mich um die digitalen s
Request,IT Support,high,en,Technical,Customer,Performance,Guidance,guidance on tuning elasticsearch for investment data analysis i require assistance in setting up ela
Problem,Product Support,medium,en,Network,Performance,Disruption,IT,problem with accessing project management saas platform customer support is facing intermittent acce
Incident,Customer Service,medium,en,Security,Incident,Bug,IT,report on data security incident at the hospital customer support is compiling a report on a data se
Incident,Technical Support,medium,de,Feedback,Sales,Feature,,marketing kampagnen mit veralteten strategien wirken unterleitend die marketing kampagnen wirken unt
Request,Customer Service,medium,en,Feedback,Sales,Product,Feature,strategies for brand growth in the digital domain customer support seeking insight into digital stra
Change,Service Outages and Maintenance,medium,en,Technical,Security,Breach,Encryption,enhanced encryption for medical data security respected customer support i am contacting you to inqu
Change,Sales and Pre-Sales,low,de,Technical,Product,Feedback,Guidance,fachliche unterstützung für datenaufbereitung anfordern lieber kundenservice agent ich schreibe um z
Incident,Billing and Payments,medium,en,Billing,Invoice,Payment,Discrepancy,incorrect invoice generated this month the invoice is inaccurate
Incident,Product Support,medium,de,Technical,Bug,Performance,Resolution,issue detected with campaign metrics monitoring dear support team i am writing to report an issue wi
Incident,Technical Support,medium,de,Network,Performance,IT,Tech Support,probleme mit der verbindung zum saas projektmanagement tool auf meinem imac was möglicherweise auf n
